BRAND,CATEGORY,STORAGE_TEMP,ARTICLE_CODE,FORECAST_QTY,ACTUAL_QTY,UNIT_PRICE_AED,EXPIRY_DATE,DAYS_TO_EXPIRY
Americana Frozen,Burgers,Frozen (-18°C),AS-326,1600,490,18.11,4/3/2026,79
Double A,A4 Paper Box,Ambient,AS-376,719,310,32.83,3/3/2035,3335
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-479,482,2114,80.42,7/5/2026,172
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-969,548,1964,58.99,4/8/2026,84
Americana Frozen,Burgers,Frozen (-18°C),AS-308,197,408,12.19,6/10/2026,147
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-304,1266,2041,29.81,4/22/2026,98
Double A,A4 Paper Box,Ambient,AS-119,929,751,22.18,7/7/2035,3461
Americana Cakes,Swiss Roll,Ambient,AS-858,1815,1071,39.87,2/25/2026,42
Double A,A4 Paper Box,Ambient,AS-190,1931,131,34.66,10/3/2035,3549
Bic/Stabilo,Highlighters,Ambient,AS-887,104,300,33.36,6/1/2035,3425
Bic/Stabilo,Highlighters,Ambient,AS-175,1601,1641,17.09,2/18/2035,3322
Bic/Stabilo,Highlighters,Ambient,AS-769,1290,344,55.04,8/25/2035,3510
California Garden,Tuna skips,Ambient,AS-361,177,720,76.66,12/18/2027,703
California Garden,Tuna skips,Ambient,AS-569,1431,787,23.21,5/26/2027,497
Americana Cakes,Swiss Roll,Ambient,AS-761,965,559,42.41,12/24/2025,-21
Bic/Stabilo,Highlighters,Ambient,AS-255,240,1953,18.17,6/4/2035,3428
California Garden,Fava Beans,Ambient,AS-280,1885,1976,7.16,5/14/2027,485
Double A,A4 Paper Box,Ambient,AS-269,1641,530,26.08,2/12/2035,3316
Double A,A4 Paper Box,Ambient,AS-124,652,2200,20.17,5/17/2035,3410
Americana Frozen,Burgers,Frozen (-18°C),AS-250,1778,568,16.86,5/21/2026,127
Americana Cakes,Swiss Roll,Ambient,AS-826,571,773,36.61,11/17/2025,-58
Americana Frozen,Burgers,Frozen (-18°C),AS-525,1281,1316,76.72,10/14/2025,-92
Bic/Stabilo,Highlighters,Ambient,AS-137,1534,528,81.5,4/5/2035,3368
California Garden,Tuna skips,Ambient,AS-911,1993,1776,55.26,8/15/2027,578
California Garden,Tuna skips,Ambient,AS-662,1281,1490,17.17,11/20/2027,675
Bic/Stabilo,Pens,Ambient,AS-694,522,2104,21.67,5/16/2035,3409
Bic/Stabilo,Pens,Ambient,AS-934,1896,1226,75.99,1/17/2035,3290
Double A,A4 Paper Box,Ambient,AS-570,474,1180,30.94,8/1/2035,3486
California Garden,Tuna skips,Ambient,AS-527,892,894,17.31,3/2/2027,412
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-701,647,642,78.84,1/1/2026,-13
Bic/Stabilo,Pens,Ambient,AS-704,1582,449,40.11,11/2/2035,3579
California Garden,Tuna skips,Ambient,AS-697,144,1622,25.96,2/1/2027,383
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-514,628,891,40.76,10/9/2026,268
Bic/Stabilo,Highlighters,Ambient,AS-817,1529,1189,77.42,3/20/2035,3352
Bic/Stabilo,Highlighters,Ambient,AS-592,1803,498,69.9,2/1/2035,3305
Double A,A4 Paper Box,Ambient,AS-694,1939,1712,9.19,1/11/2036,3649
Americana Cakes,Swiss Roll,Ambient,AS-905,641,648,24.59,1/13/2026,-1
Bic/Stabilo,Pens,Ambient,AS-759,1159,2073,78.12,11/2/2035,3579
Double A,A4 Paper Box,Ambient,AS-216,1657,1460,9.3,2/23/2035,3327
Americana Cakes,Pound Cake,Ambient,AS-638,326,754,29.58,9/6/2025,-130
Americana Cakes,Pound Cake,Ambient,AS-603,1925,1294,25.07,6/19/2026,156
Bic/Stabilo,Highlighters,Ambient,AS-365,1040,1903,17.37,5/7/2035,3400
Double A,A4 Paper Box,Ambient,AS-137,1860,1146,28.76,2/15/2035,3319
Bic/Stabilo,Highlighters,Ambient,AS-383,122,1047,47.41,5/4/2035,3397
California Garden,Fava Beans,Ambient,AS-857,1513,484,78.43,5/21/2027,492
California Garden,Fava Beans,Ambient,AS-767,1076,1503,9.62,12/2/2027,687
Americana Cakes,Swiss Roll,Ambient,AS-528,983,1468,26.52,6/30/2026,167
Americana Cakes,Swiss Roll,Ambient,AS-939,464,709,31.23,3/1/2026,46
Double A,A4 Paper Box,Ambient,AS-781,696,547,31.27,1/2/2036,3640
Americana Cakes,Pound Cake,Ambient,AS-536,1176,1270,33.46,5/18/2026,124
Bic/Stabilo,Pens,Ambient,AS-642,1813,1674,56.44,7/31/2035,3485
Bic/Stabilo,Pens,Ambient,AS-129,529,117,66.6,11/7/2035,3584
Americana Cakes,Pound Cake,Ambient,AS-170,1995,2050,24.43,9/24/2025,-112
Bic/Stabilo,Pens,Ambient,AS-622,897,1237,73.72,5/2/2035,3395
Bic/Stabilo,Highlighters,Ambient,AS-575,156,374,62.2,9/21/2035,3537
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-366,900,1310,14.87,5/6/2026,112
Bic/Stabilo,Highlighters,Ambient,AS-322,1885,1067,16.42,1/16/2035,3289
California Garden,Fava Beans,Ambient,AS-898,1075,287,38.53,2/5/2027,387
Bic/Stabilo,Highlighters,Ambient,AS-697,240,1762,44.18,3/8/2035,3340
Double A,A4 Paper Box,Ambient,AS-589,1103,278,56.66,2/15/2035,3319
California Garden,Fava Beans,Ambient,AS-783,1143,1789,45.68,6/21/2027,523
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-907,1163,1866,71.75,1/8/2026,-6
California Garden,Tuna skips,Ambient,AS-358,756,1196,66.21,8/1/2027,564
California Garden,Tuna skips,Ambient,AS-366,1662,362,11.58,11/17/2027,672
Double A,A4 Paper Box,Ambient,AS-387,750,1477,55.16,12/19/2035,3626
Bic/Stabilo,Pens,Ambient,AS-506,860,1248,64.18,7/26/2035,3480
Americana Frozen,Burgers,Frozen (-18°C),AS-138,658,481,27.19,6/30/2026,167
Double A,A4 Paper Box,Ambient,AS-146,1598,942,30.16,3/28/2035,3360
Americana Cakes,Swiss Roll,Ambient,AS-726,1183,708,76.66,9/4/2025,-132
Americana Frozen,Burgers,Frozen (-18°C),AS-556,871,2098,80.03,1/10/2026,-4
Bic/Stabilo,Highlighters,Ambient,AS-543,1578,1578,60.9,12/6/2035,3613
California Garden,Tuna skips,Ambient,AS-754,1914,538,8.69,7/3/2027,535
Americana Cakes,Swiss Roll,Ambient,AS-559,1388,2133,39.73,6/11/2026,148
Americana Cakes,Pound Cake,Ambient,AS-366,1843,1613,46.09,12/27/2025,-18
California Garden,Tuna skips,Ambient,AS-756,272,1437,26.56,8/14/2027,577
Bic/Stabilo,Highlighters,Ambient,AS-691,870,583,36.41,6/10/2035,3434
Americana Cakes,Swiss Roll,Ambient,AS-666,1105,403,49.02,5/18/2026,124
Bic/Stabilo,Highlighters,Ambient,AS-938,427,1306,79.02,1/29/2035,3302
Americana Cakes,Pound Cake,Ambient,AS-726,1787,224,45.38,10/6/2025,-100
California Garden,Fava Beans,Ambient,AS-866,1773,374,65.23,9/26/2027,620
Bic/Stabilo,Pens,Ambient,AS-570,1737,444,42.07,4/7/2035,3370
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-734,253,1637,39.29,11/26/2025,-49
Americana Cakes,Swiss Roll,Ambient,AS-226,1750,193,27.53,5/19/2026,125
Americana Cakes,Swiss Roll,Ambient,AS-461,1425,648,29.7,11/9/2025,-66
Americana Cakes,Pound Cake,Ambient,AS-801,1031,1199,12,3/28/2026,73
Bic/Stabilo,Pens,Ambient,AS-556,542,1323,84.41,12/20/2035,3627
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-247,1045,1396,56.31,4/11/2026,87
Americana Frozen,Burgers,Frozen (-18°C),AS-729,1962,1521,56.64,2/1/2026,18
Double A,A4 Paper Box,Ambient,AS-366,401,1109,27.48,1/7/2036,3645
Bic/Stabilo,Highlighters,Ambient,AS-330,1972,910,75.98,10/30/2035,3576
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-466,290,683,18.08,1/10/2026,-4
Americana Cakes,Pound Cake,Ambient,AS-492,1148,775,32.81,11/16/2025,-59
California Garden,Fava Beans,Ambient,AS-912,967,509,32.84,4/2/2027,443
California Garden,Tuna skips,Ambient,AS-424,1902,2122,59.94,7/18/2027,550
Bic/Stabilo,Pens,Ambient,AS-291,1284,892,38.27,8/4/2035,3489
Americana Cakes,Pound Cake,Ambient,AS-584,1684,309,22.3,2/17/2026,34
California Garden,Fava Beans,Ambient,AS-590,202,858,46.2,10/17/2027,641
California Garden,Fava Beans,Ambient,AS-125,426,1358,83.5,1/5/2028,721
Americana Cakes,Pound Cake,Ambient,AS-241,137,2155,10.7,5/4/2026,110
Double A,A4 Paper Box,Ambient,AS-610,717,942,63.85,7/18/2035,3472
Double A,A4 Paper Box,Ambient,AS-969,1465,1256,47.44,1/9/2036,3647
Bic/Stabilo,Pens,Ambient,AS-124,496,1918,5.56,6/30/2035,3454
California Garden,Fava Beans,Ambient,AS-197,1424,1254,75.4,6/26/2027,528
California Garden,Tuna skips,Ambient,AS-795,1591,1029,8.03,2/10/2027,392
Bic/Stabilo,Pens,Ambient,AS-184,941,477,14.56,1/25/2035,3298
Americana Cakes,Swiss Roll,Ambient,AS-493,1507,2168,19.06,6/1/2026,138
Bic/Stabilo,Highlighters,Ambient,AS-926,774,949,47.4,12/11/2035,3618
Americana Cakes,Pound Cake,Ambient,AS-133,1540,948,22.22,4/13/2026,89
Americana Cakes,Pound Cake,Ambient,AS-922,718,1031,19.51,1/26/2026,12
Double A,A4 Paper Box,Ambient,AS-278,1275,133,38.44,5/9/2035,3402
Americana Frozen,Burgers,Frozen (-18°C),AS-841,1929,558,50.86,12/23/2025,-22
Americana Cakes,Swiss Roll,Ambient,AS-399,1795,1888,50.45,6/16/2026,153
Americana Frozen,Burgers,Frozen (-18°C),AS-684,1946,1106,58.85,9/11/2026,240
California Garden,Tuna skips,Ambient,AS-872,527,1947,15.9,4/2/2027,443
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-330,155,1129,43.02,3/19/2026,64
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-929,962,138,66.75,1/15/2026,1
Double A,A4 Paper Box,Ambient,AS-251,123,372,62.99,1/26/2035,3299
Double A,A4 Paper Box,Ambient,AS-687,586,1164,29.39,9/12/2035,3528
Americana Cakes,Swiss Roll,Ambient,AS-741,504,491,24.11,8/2/2025,-165
Bic/Stabilo,Pens,Ambient,AS-254,1523,760,48.26,6/29/2035,3453
California Garden,Fava Beans,Ambient,AS-666,909,183,42.96,8/11/2027,574
Double A,A4 Paper Box,Ambient,AS-575,1306,1013,20.08,3/24/2035,3356
California Garden,Tuna skips,Ambient,AS-391,1850,1218,23.78,12/6/2027,691
Americana Cakes,Pound Cake,Ambient,AS-644,1218,877,55.41,3/4/2026,49
Bic/Stabilo,Pens,Ambient,AS-230,1993,278,52.36,12/13/2035,3620
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-804,1263,169,30.32,1/16/2026,2
Bic/Stabilo,Highlighters,Ambient,AS-122,1779,1747,25.46,3/4/2035,3336
California Garden,Fava Beans,Ambient,AS-549,858,878,23.31,2/27/2027,409
Americana Frozen,Burgers,Frozen (-18°C),AS-303,1974,1073,49.42,4/12/2026,88
Americana Frozen,Burgers,Frozen (-18°C),AS-396,1774,697,11.74,1/2/2026,-12
Double A,A4 Paper Box,Ambient,AS-925,1624,785,36.78,9/17/2035,3533
Double A,A4 Paper Box,Ambient,AS-832,1079,1834,27.55,12/4/2035,3611
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-433,1483,2003,44.05,10/25/2025,-81
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-767,1174,211,14.27,4/27/2026,103
Double A,A4 Paper Box,Ambient,AS-900,213,1925,71.96,6/7/2035,3431
Americana Cakes,Pound Cake,Ambient,AS-171,518,1981,26.65,4/11/2026,87
California Garden,Fava Beans,Ambient,AS-486,642,1028,28.99,1/18/2027,369
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-298,1919,236,33.69,10/16/2025,-90
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-167,1661,458,61.56,7/23/2026,190
California Garden,Tuna skips,Ambient,AS-998,1815,1862,56.74,1/17/2027,368
Americana Frozen,Burgers,Frozen (-18°C),AS-241,506,165,34.09,6/23/2026,160
Double A,A4 Paper Box,Ambient,AS-398,578,116,55.61,11/5/2035,3582
Bic/Stabilo,Pens,Ambient,AS-920,1987,84,66.3,6/29/2035,3453
Americana Cakes,Swiss Roll,Ambient,AS-387,856,2103,17.77,4/9/2026,85
California Garden,Tuna skips,Ambient,AS-541,1097,151,73.75,11/24/2027,679
Americana Cakes,Pound Cake,Ambient,AS-230,1888,1883,76.53,7/3/2026,170
Bic/Stabilo,Pens,Ambient,AS-572,1305,556,20.35,5/31/2035,3424
Double A,A4 Paper Box,Ambient,AS-334,837,287,21.41,1/10/2036,3648
California Garden,Tuna skips,Ambient,AS-404,786,758,7.93,7/6/2027,538
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-619,782,1292,71.03,12/8/2025,-37
Double A,A4 Paper Box,Ambient,AS-235,903,1158,72.6,6/2/2035,3426
Double A,A4 Paper Box,Ambient,AS-855,1587,292,73.37,1/7/2036,3645
Americana Frozen,Burgers,Frozen (-18°C),AS-546,989,2071,9.4,10/3/2026,262
California Garden,Tuna skips,Ambient,AS-479,911,1542,80.12,3/17/2027,427
Americana Cakes,Pound Cake,Ambient,AS-338,336,1861,52.48,9/23/2025,-113
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-526,1457,1264,82.2,4/14/2026,90
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-385,472,2160,36.03,9/7/2026,236
Double A,A4 Paper Box,Ambient,AS-908,1216,2112,71.78,12/25/2035,3632
Bic/Stabilo,Pens,Ambient,AS-895,660,1301,59.78,9/1/2035,3517
California Garden,Fava Beans,Ambient,AS-838,624,1109,16.07,5/18/2027,489
Bic/Stabilo,Pens,Ambient,AS-308,1550,774,63.09,6/26/2035,3450
Bic/Stabilo,Highlighters,Ambient,AS-690,275,1899,18.61,1/1/2036,3639
Americana Cakes,Pound Cake,Ambient,AS-420,1085,2003,25.78,1/7/2026,-7
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-487,1077,694,10.64,7/1/2026,168
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-891,565,1609,40.63,12/19/2025,-26
Americana Cakes,Swiss Roll,Ambient,AS-902,304,1608,50.17,8/22/2025,-145
Americana Cakes,Swiss Roll,Ambient,AS-499,1946,1185,40.35,3/26/2026,71
Double A,A4 Paper Box,Ambient,AS-819,448,417,71.15,12/13/2035,3620
California Garden,Tuna skips,Ambient,AS-127,524,1627,84.31,6/7/2027,509
Americana Cakes,Pound Cake,Ambient,AS-417,356,1935,27.18,8/27/2025,-140
Double A,A4 Paper Box,Ambient,AS-462,930,738,5.06,12/24/2035,3631
Bic/Stabilo,Highlighters,Ambient,AS-579,426,501,30.58,3/28/2035,3360
Americana Cakes,Pound Cake,Ambient,AS-744,1194,770,10.46,3/6/2026,51
Bic/Stabilo,Pens,Ambient,AS-424,382,1092,11.53,3/21/2035,3353
Americana Cakes,Pound Cake,Ambient,AS-213,883,227,16.77,2/23/2026,40
Double A,A4 Paper Box,Ambient,AS-134,223,1726,62.6,12/6/2035,3613
Bic/Stabilo,Pens,Ambient,AS-126,1931,1023,26.51,2/27/2035,3331
California Garden,Tuna skips,Ambient,AS-258,528,1933,5.64,1/25/2027,376
California Garden,Fava Beans,Ambient,AS-668,1472,1649,48.19,5/30/2027,501
Double A,A4 Paper Box,Ambient,AS-408,1561,2191,78.5,1/9/2036,3647
Double A,A4 Paper Box,Ambient,AS-952,1162,2156,56.78,7/3/2035,3457
Bic/Stabilo,Pens,Ambient,AS-821,544,988,22.16,6/13/2035,3437
California Garden,Fava Beans,Ambient,AS-229,304,1352,16.48,3/22/2027,432
Double A,A4 Paper Box,Ambient,AS-581,1725,832,33.76,8/29/2035,3514
Americana Cakes,Pound Cake,Ambient,AS-292,1681,1038,51.18,7/31/2025,-167
Americana Frozen,Burgers,Frozen (-18°C),AS-796,1643,1529,27.36,6/22/2026,159
Americana Cakes,Swiss Roll,Ambient,AS-932,508,447,66.12,10/26/2025,-80
Bic/Stabilo,Pens,Ambient,AS-621,1476,618,56.14,7/21/2035,3475
Double A,A4 Paper Box,Ambient,AS-936,153,2190,47.96,11/22/2035,3599
Bic/Stabilo,Highlighters,Ambient,AS-926,1794,1537,58.35,2/2/2035,3306
Bic/Stabilo,Highlighters,Ambient,AS-792,486,635,7.11,3/27/2035,3359
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-544,1268,2024,54.33,5/22/2026,128
Americana Cakes,Pound Cake,Ambient,AS-716,1238,546,8.28,8/3/2025,-164
Americana Cakes,Pound Cake,Ambient,AS-233,1471,859,35.13,7/11/2026,178
Double A,A4 Paper Box,Ambient,AS-523,1596,706,77.02,12/5/2035,3612
Double A,A4 Paper Box,Ambient,AS-101,940,1969,54.71,3/11/2035,3343
Bic/Stabilo,Highlighters,Ambient,AS-336,1900,2116,22.2,11/5/2035,3582
Double A,A4 Paper Box,Ambient,AS-601,1666,859,30.27,12/29/2035,3636
Double A,A4 Paper Box,Ambient,AS-844,1118,669,21.23,11/27/2035,3604
California Garden,Fava Beans,Ambient,AS-478,517,412,72.46,3/31/2027,441
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-690,1450,2035,38.56,2/24/2026,41
Double A,A4 Paper Box,Ambient,AS-577,375,416,21.83,9/11/2035,3527
Americana Cakes,Pound Cake,Ambient,AS-400,410,1713,14.49,9/2/2025,-134
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-292,236,1598,64.87,3/8/2026,53
Bic/Stabilo,Highlighters,Ambient,AS-396,1751,508,25.05,4/17/2035,3380
Double A,A4 Paper Box,Ambient,AS-115,457,2063,71.91,12/24/2035,3631
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-962,1742,547,18.37,3/20/2026,65
Americana Cakes,Pound Cake,Ambient,AS-595,257,1960,17.92,12/27/2025,-18
California Garden,Tuna skips,Ambient,AS-665,607,360,84.37,10/1/2027,625
Bic/Stabilo,Highlighters,Ambient,AS-876,973,1736,55.82,5/23/2035,3416
California Garden,Tuna skips,Ambient,AS-819,1434,454,32.1,11/30/2027,685
Bic/Stabilo,Pens,Ambient,AS-725,182,315,39.84,12/13/2035,3620
Americana Cakes,Swiss Roll,Ambient,AS-190,329,2090,43,12/11/2025,-34
Double A,A4 Paper Box,Ambient,AS-847,1098,841,26.51,9/9/2035,3525
Americana Cakes,Pound Cake,Ambient,AS-332,737,1983,59.88,2/6/2026,23
Bic/Stabilo,Pens,Ambient,AS-546,928,1752,40.74,11/23/2035,3600
Americana Cakes,Pound Cake,Ambient,AS-895,786,859,5.05,6/22/2026,159
California Garden,Fava Beans,Ambient,AS-253,1835,1511,33.07,1/22/2027,373
Bic/Stabilo,Pens,Ambient,AS-828,1297,1705,22.44,7/23/2035,3477
California Garden,Tuna skips,Ambient,AS-328,164,1952,50.34,6/16/2027,518
California Garden,Tuna skips,Ambient,AS-968,1597,948,60.06,11/5/2027,660
California Garden,Fava Beans,Ambient,AS-532,1305,1541,61.28,10/26/2027,650
Bic/Stabilo,Highlighters,Ambient,AS-403,1115,719,59.11,8/9/2035,3494
Double A,A4 Paper Box,Ambient,AS-924,1858,1923,58.53,5/2/2035,3395
Americana Cakes,Pound Cake,Ambient,AS-599,1568,865,66.19,4/10/2026,86
Americana Cakes,Pound Cake,Ambient,AS-794,280,460,15.58,10/27/2025,-79
Double A,A4 Paper Box,Ambient,AS-837,197,1632,20.41,4/7/2035,3370
California Garden,Tuna skips,Ambient,AS-960,323,1165,75.23,4/6/2027,447
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-803,1070,1695,84.09,11/10/2025,-65
Double A,A4 Paper Box,Ambient,AS-332,708,1121,79.14,4/25/2035,3388
Americana Cakes,Swiss Roll,Ambient,AS-767,596,1329,29.37,10/5/2025,-101
Americana Cakes,Pound Cake,Ambient,AS-188,627,321,39.81,6/20/2026,157
Americana Cakes,Pound Cake,Ambient,AS-761,725,899,79.29,8/15/2025,-152
Double A,A4 Paper Box,Ambient,AS-106,1293,1290,11.52,10/19/2035,3565
California Garden,Fava Beans,Ambient,AS-753,1257,1323,50.07,3/16/2027,426
Americana Cakes,Pound Cake,Ambient,AS-970,177,467,51.27,11/21/2025,-54
Americana Cakes,Swiss Roll,Ambient,AS-939,312,1431,77.33,1/10/2026,-4
Americana Cakes,Swiss Roll,Ambient,AS-791,438,306,42.96,9/4/2025,-132
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-441,1809,175,61.43,7/26/2026,193
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-361,1925,1459,48.55,1/25/2026,11
Americana Cakes,Pound Cake,Ambient,AS-238,1680,2006,78,5/10/2026,116
Americana Cakes,Pound Cake,Ambient,AS-340,212,815,74.48,1/9/2026,-5
Americana Frozen,Burgers,Frozen (-18°C),AS-596,335,2139,74.4,12/26/2025,-19
California Garden,Fava Beans,Ambient,AS-511,372,85,46.09,6/23/2027,525
California Garden,Tuna skips,Ambient,AS-579,119,1302,15.19,11/28/2027,683
Double A,A4 Paper Box,Ambient,AS-717,973,658,28.08,5/21/2035,3414
Americana Frozen,Burgers,Frozen (-18°C),AS-400,1225,429,47.71,8/23/2026,221
Bic/Stabilo,Pens,Ambient,AS-447,653,770,81.54,12/22/2035,3629
Americana Frozen,Burgers,Frozen (-18°C),AS-334,1806,1063,29.16,1/21/2026,7
Bic/Stabilo,Highlighters,Ambient,AS-119,1732,1669,30.2,2/27/2035,3331
California Garden,Fava Beans,Ambient,AS-585,1047,446,45.6,6/7/2027,509
California Garden,Tuna skips,Ambient,AS-556,1855,1364,45.67,1/22/2027,373
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-834,113,355,37.85,3/25/2026,70
Americana Cakes,Swiss Roll,Ambient,AS-788,1348,529,21.7,6/5/2026,142
Double A,A4 Paper Box,Ambient,AS-385,1866,1532,62.86,2/26/2035,3330
Americana Cakes,Swiss Roll,Ambient,AS-962,1611,1296,71,3/19/2026,64
California Garden,Tuna skips,Ambient,AS-237,1729,2019,56.41,11/1/2027,656
Double A,A4 Paper Box,Ambient,AS-918,1053,1302,63.45,8/10/2035,3495
Double A,A4 Paper Box,Ambient,AS-862,1156,1175,38.72,11/6/2035,3583
Americana Cakes,Swiss Roll,Ambient,AS-853,1060,1792,7.67,6/1/2026,138
Bic/Stabilo,Pens,Ambient,AS-283,493,1627,30.1,1/1/2036,3639
Americana Cakes,Pound Cake,Ambient,AS-708,1626,633,42.37,7/19/2025,-179
Americana Cakes,Swiss Roll,Ambient,AS-647,1791,1569,49.95,1/14/2026,0
Double A,A4 Paper Box,Ambient,AS-507,462,388,42.39,4/6/2035,3369
California Garden,Fava Beans,Ambient,AS-858,326,1417,43.07,9/23/2027,617
Double A,A4 Paper Box,Ambient,AS-116,300,1453,24.43,12/10/2035,3617
Americana Frozen,Burgers,Frozen (-18°C),AS-618,1741,426,15.05,5/16/2026,122
California Garden,Tuna skips,Ambient,AS-996,926,1404,52.85,8/12/2027,575
California Garden,Tuna skips,Ambient,AS-105,304,410,28.9,6/15/2027,517
Americana Cakes,Pound Cake,Ambient,AS-476,156,1318,55.25,12/2/2025,-43
California Garden,Tuna skips,Ambient,AS-703,138,1538,53.07,5/16/2027,487
Double A,A4 Paper Box,Ambient,AS-215,1162,403,31.35,9/26/2035,3542
Bic/Stabilo,Pens,Ambient,AS-519,1337,105,48.43,6/25/2035,3449
Bic/Stabilo,Pens,Ambient,AS-369,197,1175,44.94,8/1/2035,3486
Americana Frozen,Burgers,Frozen (-18°C),AS-467,1583,1788,61.31,11/7/2025,-68
California Garden,Fava Beans,Ambient,AS-276,1767,1644,6.98,2/3/2027,385
Double A,A4 Paper Box,Ambient,AS-401,130,1518,20.98,9/20/2035,3536
Double A,A4 Paper Box,Ambient,AS-832,1985,93,30.93,5/16/2035,3409
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-876,1116,892,74.17,2/20/2026,37
Americana Cakes,Pound Cake,Ambient,AS-807,543,319,5.01,12/11/2025,-34
Double A,A4 Paper Box,Ambient,AS-575,336,1196,26.93,11/13/2035,3590
Double A,A4 Paper Box,Ambient,AS-421,1583,240,30.77,10/31/2035,3577
Bic/Stabilo,Highlighters,Ambient,AS-799,1346,523,81.48,4/23/2035,3386
Double A,A4 Paper Box,Ambient,AS-352,479,436,12.11,11/11/2035,3588
Americana Cakes,Swiss Roll,Ambient,AS-703,1008,1593,35.33,1/13/2026,-1
Americana Cakes,Pound Cake,Ambient,AS-278,1954,1684,74.57,10/15/2025,-91
Americana Frozen,Burgers,Frozen (-18°C),AS-789,855,1676,69.28,10/14/2025,-92
Americana Cakes,Swiss Roll,Ambient,AS-658,360,707,51.57,2/13/2026,30
California Garden,Tuna skips,Ambient,AS-269,670,1722,35.7,1/7/2028,723
Bic/Stabilo,Highlighters,Ambient,AS-250,236,1870,57.89,4/24/2035,3387
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-559,592,310,14.38,7/20/2026,187
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-788,326,718,21.92,12/10/2025,-35
California Garden,Tuna skips,Ambient,AS-545,1729,943,18.56,5/13/2027,484
California Garden,Tuna skips,Ambient,AS-635,1241,2193,26.14,5/29/2027,500
California Garden,Tuna skips,Ambient,AS-267,1537,791,42.29,5/29/2027,500
Americana Frozen,Burgers,Frozen (-18°C),AS-798,1697,651,67.87,3/16/2026,61
Double A,A4 Paper Box,Ambient,AS-235,1859,1974,36.29,4/27/2035,3390
Americana Cakes,Pound Cake,Ambient,AS-506,161,1688,6.99,7/21/2025,-177
Bic/Stabilo,Pens,Ambient,AS-362,1632,1484,77.85,5/28/2035,3421
California Garden,Tuna skips,Ambient,AS-741,1271,260,5.06,10/6/2027,630
California Garden,Fava Beans,Ambient,AS-416,651,1181,32.32,2/3/2027,385
Bic/Stabilo,Highlighters,Ambient,AS-209,1592,1833,15.15,7/23/2035,3477
Double A,A4 Paper Box,Ambient,AS-532,276,776,35.31,8/28/2035,3513
Bic/Stabilo,Pens,Ambient,AS-655,1618,305,62.88,4/10/2035,3373
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-315,870,1958,6.44,10/25/2025,-81
Double A,A4 Paper Box,Ambient,AS-952,1658,959,14.02,3/23/2035,3355
Americana Cakes,Swiss Roll,Ambient,AS-932,1007,218,52.05,5/3/2026,109
Double A,A4 Paper Box,Ambient,AS-561,1159,358,82.08,1/18/2035,3291
California Garden,Fava Beans,Ambient,AS-467,1650,1448,11.66,4/24/2027,465
Bic/Stabilo,Highlighters,Ambient,AS-387,411,305,26.47,4/4/2035,3367
Bic/Stabilo,Highlighters,Ambient,AS-460,1690,829,78.74,1/13/2035,3286
Bic/Stabilo,Pens,Ambient,AS-405,312,967,48.65,9/10/2035,3526
Double A,A4 Paper Box,Ambient,AS-926,446,2082,80.83,5/31/2035,3424
Americana Frozen,Zingz Strips,Frozen (-18°C),AS-543,700,931,65.27,3/15/2026,60
Americana Cakes,Pound Cake,Ambient,AS-875,1333,1027,23.88,10/27/2025,-79
California Garden,Tuna skips,Ambient,AS-111,474,1448,13.88,4/9/2027,450
Double A,A4 Paper Box,Ambient,AS-891,1913,222,31.26,8/4/2035,3489
Americana Frozen,Chicken Nuggets,Frozen (-18°C),AS-256,1257,1163,55.88,3/12/2026,57
